street;date;consumption_kwh_per_minute
789 Maple Avenue;2006-12-16;0.06757
444 Pine Street;2006-12-16;0.06757
555 Oak Street;2006-12-16;0.06757
123 Fake Street;2006-12-16;0.0564
456 Elm Street;2006-12-16;0.0564
789 Maple Avenue;2006-12-16;0.0564
444 Pine Street;2006-12-16;0.0564
555 Oak Street;2006-12-16;0.0564
123 Fake Street;2006-12-16;0.0545
456 Elm Street;2006-12-16;0.0545
789 Maple Avenue;2006-12-16;0.0545
444 Pine Street;2006-12-16;0.0545
555 Oak Street;2006-12-16;0.0545
123 Fake Street;2006-12-16;0.05717
456 Elm Street;2006-12-16;0.05717
789 Maple Avenue;2006-12-16;0.05717
444 Pine Street;2006-12-16;0.05717
555 Oak Street;2006-12-16;0.05717
123 Fake Street;2006-12-16;0.05443
456 Elm Street;2006-12-16;0.05443
789 Maple Avenue;2006-12-16;0.05443
444 Pine Street;2006-12-16;0.05443
555 Oak Street;2006-12-16;0.05443
123 Fake Street;2006-12-16;0.06213
456 Elm Street;2006-12-16;0.06213
789 Maple Avenue;2006-12-16;0.06213
444 Pine Street;2006-12-16;0.06213
555 Oak Street;2006-12-16;0.06213
123 Fake Street;2006-12-16;0.09823
456 Elm Street;2006-12-16;0.09823
789 Maple Avenue;2006-12-16;0.09823
444 Pine Street;2006-12-16;0.09823
555 Oak Street;2006-12-16;0.09823
123 Fake Street;2006-12-16;0.12843
456 Elm Street;2006-12-16;0.12843
789 Maple Avenue;2006-12-16;0.12843
444 Pine Street;2006-12-16;0.12843
555 Oak Street;2006-12-16;0.12843
123 Fake Street;2006-12-16;0.1171
456 Elm Street;2006-12-16;0.1171
789 Maple Avenue;2006-12-16;0.1171
444 Pine Street;2006-12-16;0.1171
555 Oak Street;2006-12-16;0.1171
123 Fake Street;2006-12-16;0.08623
456 Elm Street;2006-12-16;0.08623
789 Maple Avenue;2006-12-16;0.08623
444 Pine Street;2006-12-16;0.08623
555 Oak Street;2006-12-16;0.08623
123 Fake Street;2006-12-16;0.07457
456 Elm Street;2006-12-16;0.07457
789 Maple Avenue;2006-12-16;0.07457
444 Pine Street;2006-12-16;0.07457
555 Oak Street;2006-12-16;0.07457
123 Fake Street;2006-12-16;0.05413
456 Elm Street;2006-12-16;0.05413
789 Maple Avenue;2006-12-16;0.05413
444 Pine Street;2006-12-16;0.05413
555 Oak Street;2006-12-16;0.05413
123 Fake Street;2006-12-16;0.05393
456 Elm Street;2006-12-16;0.05393
789 Maple Avenue;2006-12-16;0.05393
444 Pine Street;2006-12-16;0.05393
555 Oak Street;2006-12-16;0.05393
123 Fake Street;2006-12-16;0.0538
456 Elm Street;2006-12-16;0.0538
789 Maple Avenue;2006-12-16;0.0538
444 Pine Street;2006-12-16;0.0538
555 Oak Street;2006-12-16;0.0538
123 Fake Street;2006-12-16;0.0543
456 Elm Street;2006-12-16;0.0543
789 Maple Avenue;2006-12-16;0.0543
444 Pine Street;2006-12-16;0.0543
555 Oak Street;2006-12-16;0.0543
123 Fake Street;2006-12-16;0.05297
456 Elm Street;2006-12-16;0.05297
789 Maple Avenue;2006-12-16;0.05297
444 Pine Street;2006-12-16;0.05297
555 Oak Street;2006-12-16;0.05297
123 Fake Street;2006-12-16;0.04533
456 Elm Street;2006-12-16;0.04533
789 Maple Avenue;2006-12-16;0.04533
444 Pine Street;2006-12-16;0.04533
555 Oak Street;2006-12-16;0.04533
123 Fake Street;2006-12-16;0.06263
456 Elm Street;2006-12-16;0.06263
789 Maple Avenue;2006-12-16;0.06263
444 Pine Street;2006-12-16;0.06263
555 Oak Street;2006-12-16;0.06263
123 Fake Street;2006-12-16;0.07237
456 Elm Street;2006-12-16;0.07237
789 Maple Avenue;2006-12-16;0.07237
444 Pine Street;2006-12-16;0.07237
555 Oak Street;2006-12-16;0.07237
123 Fake Street;2006-12-16;0.0752
456 Elm Street;2006-12-16;0.0752
789 Maple Avenue;2006-12-16;0.0752
444 Pine Street;2006-12-16;0.0752
555 Oak Street;2006-12-16;0.0752
123 Fake Street;2006-12-16;0.06763
456 Elm Street;2006-12-16;0.06763
789 Maple Avenue;2006-12-16;0.06763
444 Pine Street;2006-12-16;0.06763
555 Oak Street;2006-12-16;0.06763
123 Fake Street;2006-12-16;0.0412
456 Elm Street;2006-12-16;0.0412
789 Maple Avenue;2006-12-16;0.0412
444 Pine Street;2006-12-16;0.0412
555 Oak Street;2006-12-16;0.0412
123 Fake Street;2006-12-16;0.0465
456 Elm Street;2006-12-16;0.0465
789 Maple Avenue;2006-12-16;0.0465
444 Pine Street;2006-12-16;0.0465
555 Oak Street;2006-12-16;0.0465
123 Fake Street;2006-12-16;0.04373
456 Elm Street;2006-12-16;0.04373
789 Maple Avenue;2006-12-16;0.04373
444 Pine Street;2006-12-16;0.04373
555 Oak Street;2006-12-16;0.04373
123 Fake Street;2006-12-16;0.0462
456 Elm Street;2006-12-16;0.0462
789 Maple Avenue;2006-12-16;0.0462
444 Pine Street;2006-12-16;0.0462
555 Oak Street;2006-12-16;0.0462
123 Fake Street;2006-12-16;0.06233
456 Elm Street;2006-12-16;0.06233
789 Maple Avenue;2006-12-16;0.06233
444 Pine Street;2006-12-16;0.06233
555 Oak Street;2006-12-16;0.06233
123 Fake Street;2006-12-16;0.08213
456 Elm Street;2006-12-16;0.08213
789 Maple Avenue;2006-12-16;0.08213
444 Pine Street;2006-12-16;0.08213
555 Oak Street;2006-12-16;0.08213
123 Fake Street;2006-12-16;0.10087
456 Elm Street;2006-12-16;0.10087
789 Maple Avenue;2006-12-16;0.10087
444 Pine Street;2006-12-16;0.10087
555 Oak Street;2006-12-16;0.10087
123 Fake Street;2006-12-16;0.11253
456 Elm Street;2006-12-16;0.11253
789 Maple Avenue;2006-12-16;0.11253
444 Pine Street;2006-12-16;0.11253
555 Oak Street;2006-12-16;0.11253
123 Fake Street;2006-12-16;0.1079
456 Elm Street;2006-12-16;0.1079
789 Maple Avenue;2006-12-16;0.1079
444 Pine Street;2006-12-16;0.1079
555 Oak Street;2006-12-16;0.1079
123 Fake Street;2006-12-16;0.10513
456 Elm Street;2006-12-16;0.10513
789 Maple Avenue;2006-12-16;0.10513
444 Pine Street;2006-12-16;0.10513
555 Oak Street;2006-12-16;0.10513
123 Fake Street;2006-12-16;0.0744
456 Elm Street;2006-12-16;0.0744
789 Maple Avenue;2006-12-16;0.0744
444 Pine Street;2006-12-16;0.0744
555 Oak Street;2006-12-16;0.0744
123 Fake Street;2006-12-16;0.0566
456 Elm Street;2006-12-16;0.0566
789 Maple Avenue;2006-12-16;0.0566
444 Pine Street;2006-12-16;0.0566
555 Oak Street;2006-12-16;0.0566
123 Fake Street;2006-12-16;0.0515
456 Elm Street;2006-12-16;0.0515
789 Maple Avenue;2006-12-16;0.0515
444 Pine Street;2006-12-16;0.0515
555 Oak Street;2006-12-16;0.0515
123 Fake Street;2006-12-16;0.06217
456 Elm Street;2006-12-16;0.06217
789 Maple Avenue;2006-12-16;0.06217
444 Pine Street;2006-12-16;0.06217
555 Oak Street;2006-12-16;0.06217
123 Fake Street;2006-12-16;0.03847
456 Elm Street;2006-12-16;0.03847
789 Maple Avenue;2006-12-16;0.03847
444 Pine Street;2006-12-16;0.03847
555 Oak Street;2006-12-16;0.03847
123 Fake Street;2006-12-16;0.0398
456 Elm Street;2006-12-16;0.0398
789 Maple Avenue;2006-12-16;0.0398
444 Pine Street;2006-12-16;0.0398
555 Oak Street;2006-12-16;0.0398
123 Fake Street;2006-12-16;0.07663
456 Elm Street;2006-12-16;0.07663
789 Maple Avenue;2006-12-16;0.07663
444 Pine Street;2006-12-16;0.07663
555 Oak Street;2006-12-16;0.07663
123 Fake Street;2006-12-16;0.0754
456 Elm Street;2006-12-16;0.0754
789 Maple Avenue;2006-12-16;0.0754
444 Pine Street;2006-12-16;0.0754
555 Oak Street;2006-12-16;0.0754
123 Fake Street;2006-12-16;0.07003
456 Elm Street;2006-12-16;0.07003
789 Maple Avenue;2006-12-16;0.07003
444 Pine Street;2006-12-16;0.07003
555 Oak Street;2006-12-16;0.07003
123 Fake Street;2006-12-16;0.07453
456 Elm Street;2006-12-16;0.07453
789 Maple Avenue;2006-12-16;0.07453
444 Pine Street;2006-12-16;0.07453
555 Oak Street;2006-12-16;0.07453
123 Fake Street;2006-12-16;0.04753
456 Elm Street;2006-12-16;0.04753
789 Maple Avenue;2006-12-16;0.04753
444 Pine Street;2006-12-16;0.04753
555 Oak Street;2006-12-16;0.04753
123 Fake Street;2006-12-16;0.0488
456 Elm Street;2006-12-16;0.0488
789 Maple Avenue;2006-12-16;0.0488
444 Pine Street;2006-12-16;0.0488
555 Oak Street;2006-12-16;0.0488
123 Fake Street;2006-12-16;0.049
456 Elm Street;2006-12-16;0.049
789 Maple Avenue;2006-12-16;0.049
444 Pine Street;2006-12-16;0.049
555 Oak Street;2006-12-16;0.049
123 Fake Street;2006-12-16;0.0489
456 Elm Street;2006-12-16;0.0489
789 Maple Avenue;2006-12-16;0.0489
444 Pine Street;2006-12-16;0.0489
555 Oak Street;2006-12-16;0.0489
123 Fake Street;2006-12-16;0.04877
456 Elm Street;2006-12-16;0.04877
789 Maple Avenue;2006-12-16;0.04877
444 Pine Street;2006-12-16;0.04877
555 Oak Street;2006-12-16;0.04877
123 Fake Street;2006-12-16;0.05753
456 Elm Street;2006-12-16;0.05753
789 Maple Avenue;2006-12-16;0.05753
444 Pine Street;2006-12-16;0.05753
555 Oak Street;2006-12-16;0.05753
123 Fake Street;2006-12-16;0.08117
456 Elm Street;2006-12-16;0.08117
789 Maple Avenue;2006-12-16;0.08117
444 Pine Street;2006-12-16;0.08117
555 Oak Street;2006-12-16;0.08117
123 Fake Street;2006-12-16;0.08113
456 Elm Street;2006-12-16;0.08113
789 Maple Avenue;2006-12-16;0.08113
444 Pine Street;2006-12-16;0.08113
555 Oak Street;2006-12-16;0.08113
123 Fake Street;2006-12-16;0.0811
456 Elm Street;2006-12-16;0.0811
789 Maple Avenue;2006-12-16;0.0811
444 Pine Street;2006-12-16;0.0811
555 Oak Street;2006-12-16;0.0811
123 Fake Street;2006-12-16;0.05293
456 Elm Street;2006-12-16;0.05293
789 Maple Avenue;2006-12-16;0.05293
444 Pine Street;2006-12-16;0.05293
555 Oak Street;2006-12-16;0.05293
123 Fake Street;2006-12-16;0.04867
456 Elm Street;2006-12-16;0.04867
789 Maple Avenue;2006-12-16;0.04867
444 Pine Street;2006-12-16;0.04867
555 Oak Street;2006-12-16;0.04867
123 Fake Street;2006-12-16;0.04883
456 Elm Street;2006-12-16;0.04883
789 Maple Avenue;2006-12-16;0.04883
444 Pine Street;2006-12-16;0.04883
555 Oak Street;2006-12-16;0.04883
123 Fake Street;2006-12-16;0.04853
456 Elm Street;2006-12-16;0.04853
789 Maple Avenue;2006-12-16;0.04853
444 Pine Street;2006-12-16;0.04853
555 Oak Street;2006-12-16;0.04853
123 Fake Street;2006-12-16;0.04347
456 Elm Street;2006-12-16;0.04347
789 Maple Avenue;2006-12-16;0.04347
444 Pine Street;2006-12-16;0.04347
555 Oak Street;2006-12-16;0.04347
123 Fake Street;2006-12-16;0.04523
456 Elm Street;2006-12-16;0.04523
789 Maple Avenue;2006-12-16;0.04523
444 Pine Street;2006-12-16;0.04523
555 Oak Street;2006-12-16;0.04523
123 Fake Street;2006-12-16;0.05897
456 Elm Street;2006-12-16;0.05897
789 Maple Avenue;2006-12-16;0.05897
444 Pine Street;2006-12-16;0.05897
555 Oak Street;2006-12-16;0.05897
123 Fake Street;2006-12-16;0.1012
456 Elm Street;2006-12-16;0.1012
789 Maple Avenue;2006-12-16;0.1012
444 Pine Street;2006-12-16;0.1012
555 Oak Street;2006-12-16;0.1012
123 Fake Street;2006-12-16;0.0756
456 Elm Street;2006-12-16;0.0756
789 Maple Avenue;2006-12-16;0.0756
444 Pine Street;2006-12-16;0.0756
555 Oak Street;2006-12-16;0.0756
123 Fake Street;2006-12-16;0.07347
456 Elm Street;2006-12-16;0.07347
789 Maple Avenue;2006-12-16;0.07347
444 Pine Street;2006-12-16;0.07347
555 Oak Street;2006-12-16;0.07347
123 Fake Street;2006-12-16;0.04853
456 Elm Street;2006-12-16;0.04853
789 Maple Avenue;2006-12-16;0.04853
444 Pine Street;2006-12-16;0.04853
555 Oak Street;2006-12-16;0.04853
123 Fake Street;2006-12-16;0.03877
456 Elm Street;2006-12-16;0.03877
789 Maple Avenue;2006-12-16;0.03877
444 Pine Street;2006-12-16;0.03877
555 Oak Street;2006-12-16;0.03877
123 Fake Street;2006-12-16;0.03773
456 Elm Street;2006-12-16;0.03773
789 Maple Avenue;2006-12-16;0.03773
444 Pine Street;2006-12-16;0.03773
555 Oak Street;2006-12-16;0.03773
123 Fake Street;2006-12-16;0.03783
456 Elm Street;2006-12-16;0.03783
789 Maple Avenue;2006-12-16;0.03783
444 Pine Street;2006-12-16;0.03783
555 Oak Street;2006-12-16;0.03783
123 Fake Street;2006-12-16;0.03763
456 Elm Street;2006-12-16;0.03763
789 Maple Avenue;2006-12-16;0.03763
444 Pine Street;2006-12-16;0.03763
555 Oak Street;2006-12-16;0.03763
123 Fake Street;2006-12-16;0.03647
456 Elm Street;2006-12-16;0.03647
789 Maple Avenue;2006-12-16;0.03647
444 Pine Street;2006-12-16;0.03647
555 Oak Street;2006-12-16;0.03647
123 Fake Street;2006-12-16;0.04963
456 Elm Street;2006-12-16;0.04963
789 Maple Avenue;2006-12-16;0.04963
444 Pine Street;2006-12-16;0.04963
555 Oak Street;2006-12-16;0.04963
123 Fake Street;2006-12-16;0.07
456 Elm Street;2006-12-16;0.07
789 Maple Avenue;2006-12-16;0.07
444 Pine Street;2006-12-16;0.07
555 Oak Street;2006-12-16;0.07
123 Fake Street;2006-12-16;0.07007
456 Elm Street;2006-12-16;0.07007
789 Maple Avenue;2006-12-16;0.07007
444 Pine Street;2006-12-16;0.07007
555 Oak Street;2006-12-16;0.07007
123 Fake Street;2006-12-16;0.0703
456 Elm Street;2006-12-16;0.0703
789 Maple Avenue;2006-12-16;0.0703
444 Pine Street;2006-12-16;0.0703
555 Oak Street;2006-12-16;0.0703
123 Fake Street;2006-12-16;0.04643
456 Elm Street;2006-12-16;0.04643
789 Maple Avenue;2006-12-16;0.04643
444 Pine Street;2006-12-16;0.04643
555 Oak Street;2006-12-16;0.04643
123 Fake Street;2006-12-16;0.04233
456 Elm Street;2006-12-16;0.04233
789 Maple Avenue;2006-12-16;0.04233
444 Pine Street;2006-12-16;0.04233
555 Oak Street;2006-12-16;0.04233
123 Fake Street;2006-12-16;0.0416
456 Elm Street;2006-12-16;0.0416
789 Maple Avenue;2006-12-16;0.0416
444 Pine Street;2006-12-16;0.0416
555 Oak Street;2006-12-16;0.0416
123 Fake Street;2006-12-16;0.03893
456 Elm Street;2006-12-16;0.03893
789 Maple Avenue;2006-12-16;0.03893
444 Pine Street;2006-12-16;0.03893
555 Oak Street;2006-12-16;0.03893
123 Fake Street;2006-12-16;0.0387
456 Elm Street;2006-12-16;0.0387
789 Maple Avenue;2006-12-16;0.0387
444 Pine Street;2006-12-16;0.0387
555 Oak Street;2006-12-16;0.0387
123 Fake Street;2006-12-16;0.0408
456 Elm Street;2006-12-16;0.0408
789 Maple Avenue;2006-12-16;0.0408
444 Pine Street;2006-12-16;0.0408
555 Oak Street;2006-12-16;0.0408
123 Fake Street;2006-12-16;0.07163
456 Elm Street;2006-12-16;0.07163
789 Maple Avenue;2006-12-16;0.07163
444 Pine Street;2006-12-16;0.07163
555 Oak Street;2006-12-16;0.07163
123 Fake Street;2006-12-16;0.0705
456 Elm Street;2006-12-16;0.0705
789 Maple Avenue;2006-12-16;0.0705
444 Pine Street;2006-12-16;0.0705
555 Oak Street;2006-12-16;0.0705
123 Fake Street;2006-12-16;0.0705
456 Elm Street;2006-12-16;0.0705
789 Maple Avenue;2006-12-16;0.0705
444 Pine Street;2006-12-16;0.0705
555 Oak Street;2006-12-16;0.0705
123 Fake Street;2006-12-16;0.0654
456 Elm Street;2006-12-16;0.0654
789 Maple Avenue;2006-12-16;0.0654
444 Pine Street;2006-12-16;0.0654
555 Oak Street;2006-12-16;0.0654
123 Fake Street;2006-12-16;0.0703
456 Elm Street;2006-12-16;0.0703
789 Maple Avenue;2006-12-16;0.0703
444 Pine Street;2006-12-16;0.0703
555 Oak Street;2006-12-16;0.0703
123 Fake Street;2006-12-16;0.0704
456 Elm Street;2006-12-16;0.0704
789 Maple Avenue;2006-12-16;0.0704
444 Pine Street;2006-12-16;0.0704
555 Oak Street;2006-12-16;0.0704
123 Fake Street;2006-12-16;0.06783
456 Elm Street;2006-12-16;0.06783
789 Maple Avenue;2006-12-16;0.06783
444 Pine Street;2006-12-16;0.06783
555 Oak Street;2006-12-16;0.06783
123 Fake Street;2006-12-16;0.0602
456 Elm Street;2006-12-16;0.0602
789 Maple Avenue;2006-12-16;0.0602
444 Pine Street;2006-12-16;0.0602
555 Oak Street;2006-12-16;0.0602
123 Fake Street;2006-12-16;0.05763
456 Elm Street;2006-12-16;0.05763
789 Maple Avenue;2006-12-16;0.05763
444 Pine Street;2006-12-16;0.05763
555 Oak Street;2006-12-16;0.05763
123 Fake Street;2006-12-16;0.05723
456 Elm Street;2006-12-16;0.05723
789 Maple Avenue;2006-12-16;0.05723
444 Pine Street;2006-12-16;0.05723
555 Oak Street;2006-12-16;0.05723
123 Fake Street;2006-12-16;0.0561
456 Elm Street;2006-12-16;0.0561
789 Maple Avenue;2006-12-16;0.0561
444 Pine Street;2006-12-16;0.0561
555 Oak Street;2006-12-16;0.0561
123 Fake Street;2006-12-16;0.05673
456 Elm Street;2006-12-16;0.05673
789 Maple Avenue;2006-12-16;0.05673
444 Pine Street;2006-12-16;0.05673
555 Oak Street;2006-12-16;0.05673
123 Fake Street;2006-12-16;0.05637
456 Elm Street;2006-12-16;0.05637
789 Maple Avenue;2006-12-16;0.05637
444 Pine Street;2006-12-16;0.05637
555 Oak Street;2006-12-16;0.05637
123 Fake Street;2006-12-16;0.06027
456 Elm Street;2006-12-16;0.06027
789 Maple Avenue;2006-12-16;0.06027
444 Pine Street;2006-12-16;0.06027
555 Oak Street;2006-12-16;0.06027
123 Fake Street;2006-12-16;0.05793
456 Elm Street;2006-12-16;0.05793
789 Maple Avenue;2006-12-16;0.05793
444 Pine Street;2006-12-16;0.05793
555 Oak Street;2006-12-16;0.05793
123 Fake Street;2006-12-16;0.05657
456 Elm Street;2006-12-16;0.05657
789 Maple Avenue;2006-12-16;0.05657
444 Pine Street;2006-12-16;0.05657
555 Oak Street;2006-12-16;0.05657
123 Fake Street;2006-12-16;0.05667
456 Elm Street;2006-12-16;0.05667
789 Maple Avenue;2006-12-16;0.05667
444 Pine Street;2006-12-16;0.05667
555 Oak Street;2006-12-16;0.05667
123 Fake Street;2006-12-16;0.0569
456 Elm Street;2006-12-16;0.0569
789 Maple Avenue;2006-12-16;0.0569
444 Pine Street;2006-12-16;0.0569
555 Oak Street;2006-12-16;0.0569
123 Fake Street;2006-12-16;0.0572
456 Elm Street;2006-12-16;0.0572
789 Maple Avenue;2006-12-16;0.0572
444 Pine Street;2006-12-16;0.0572
555 Oak Street;2006-12-16;0.0572
123 Fake Street;2006-12-16;0.05697
456 Elm Street;2006-12-16;0.05697
789 Maple Avenue;2006-12-16;0.05697
444 Pine Street;2006-12-16;0.05697
555 Oak Street;2006-12-16;0.05697
123 Fake Street;2006-12-16;0.05653
456 Elm Street;2006-12-16;0.05653
789 Maple Avenue;2006-12-16;0.05653
444 Pine Street;2006-12-16;0.05653
555 Oak Street;2006-12-16;0.05653
123 Fake Street;2006-12-16;0.05657
456 Elm Street;2006-12-16;0.05657
789 Maple Avenue;2006-12-16;0.05657
444 Pine Street;2006-12-16;0.05657
555 Oak Street;2006-12-16;0.05657
123 Fake Street;2006-12-16;0.05657
456 Elm Street;2006-12-16;0.05657
789 Maple Avenue;2006-12-16;0.05657
444 Pine Street;2006-12-16;0.05657
555 Oak Street;2006-12-16;0.05657
123 Fake Street;2006-12-16;0.05677
456 Elm Street;2006-12-16;0.05677
789 Maple Avenue;2006-12-16;0.05677
444 Pine Street;2006-12-16;0.05677
555 Oak Street;2006-12-16;0.05677
123 Fake Street;2006-12-16;0.057
456 Elm Street;2006-12-16;0.057
789 Maple Avenue;2006-12-16;0.057
444 Pine Street;2006-12-16;0.057
555 Oak Street;2006-12-16;0.057
123 Fake Street;2006-12-16;0.05697
456 Elm Street;2006-12-16;0.05697
789 Maple Avenue;2006-12-16;0.05697
444 Pine Street;2006-12-16;0.05697
555 Oak Street;2006-12-16;0.05697
123 Fake Street;2006-12-16;0.05703
456 Elm Street;2006-12-16;0.05703
789 Maple Avenue;2006-12-16;0.05703
444 Pine Street;2006-12-16;0.05703
555 Oak Street;2006-12-16;0.05703
123 Fake Street;2006-12-16;0.05553
456 Elm Street;2006-12-16;0.05553
789 Maple Avenue;2006-12-16;0.05553
444 Pine Street;2006-12-16;0.05553
555 Oak Street;2006-12-16;0.05553
123 Fake Street;2006-12-16;0.05527
456 Elm Street;2006-12-16;0.05527
789 Maple Avenue;2006-12-16;0.05527
444 Pine Street;2006-12-16;0.05527
555 Oak Street;2006-12-16;0.05527
123 Fake Street;2006-12-16;0.05557
456 Elm Street;2006-12-16;0.05557
789 Maple Avenue;2006-12-16;0.05557
444 Pine Street;2006-12-16;0.05557
555 Oak Street;2006-12-16;0.05557
123 Fake Street;2006-12-16;0.05437
456 Elm Street;2006-12-16;0.05437
789 Maple Avenue;2006-12-16;0.05437
444 Pine Street;2006-12-16;0.05437
555 Oak Street;2006-12-16;0.05437
123 Fake Street;2006-12-16;0.05793
456 Elm Street;2006-12-16;0.05793
789 Maple Avenue;2006-12-16;0.05793
444 Pine Street;2006-12-16;0.05793
555 Oak Street;2006-12-16;0.05793
123 Fake Street;2006-12-16;0.06033
456 Elm Street;2006-12-16;0.06033
789 Maple Avenue;2006-12-16;0.06033
444 Pine Street;2006-12-16;0.06033
555 Oak Street;2006-12-16;0.06033
123 Fake Street;2006-12-16;0.06017
456 Elm Street;2006-12-16;0.06017
789 Maple Avenue;2006-12-16;0.06017
444 Pine Street;2006-12-16;0.06017
555 Oak Street;2006-12-16;0.06017
123 Fake Street;2006-12-16;0.06077
456 Elm Street;2006-12-16;0.06077
789 Maple Avenue;2006-12-16;0.06077
444 Pine Street;2006-12-16;0.06077
555 Oak Street;2006-12-16;0.06077
123 Fake Street;2006-12-16;0.06023
456 Elm Street;2006-12-16;0.06023
789 Maple Avenue;2006-12-16;0.06023
444 Pine Street;2006-12-16;0.06023
555 Oak Street;2006-12-16;0.06023
123 Fake Street;2006-12-16;0.0568
456 Elm Street;2006-12-16;0.0568
789 Maple Avenue;2006-12-16;0.0568
444 Pine Street;2006-12-16;0.0568
555 Oak Street;2006-12-16;0.0568
123 Fake Street;2006-12-16;0.05647
456 Elm Street;2006-12-16;0.05647
789 Maple Avenue;2006-12-16;0.05647
444 Pine Street;2006-12-16;0.05647
555 Oak Street;2006-12-16;0.05647
123 Fake Street;2006-12-16;0.0562
456 Elm Street;2006-12-16;0.0562
789 Maple Avenue;2006-12-16;0.0562
444 Pine Street;2006-12-16;0.0562
555 Oak Street;2006-12-16;0.0562
123 Fake Street;2006-12-16;0.05617
456 Elm Street;2006-12-16;0.05617
789 Maple Avenue;2006-12-16;0.05617
444 Pine Street;2006-12-16;0.05617
555 Oak Street;2006-12-16;0.05617
123 Fake Street;2006-12-16;0.0557
456 Elm Street;2006-12-16;0.0557
789 Maple Avenue;2006-12-16;0.0557
444 Pine Street;2006-12-16;0.0557
555 Oak Street;2006-12-16;0.0557
123 Fake Street;2006-12-16;0.05473
456 Elm Street;2006-12-16;0.05473
789 Maple Avenue;2006-12-16;0.05473
444 Pine Street;2006-12-16;0.05473
555 Oak Street;2006-12-16;0.05473
123 Fake Street;2006-12-16;0.0546
456 Elm Street;2006-12-16;0.0546
789 Maple Avenue;2006-12-16;0.0546
444 Pine Street;2006-12-16;0.0546
555 Oak Street;2006-12-16;0.0546
123 Fake Street;2006-12-16;0.05637
456 Elm Street;2006-12-16;0.05637
789 Maple Avenue;2006-12-16;0.05637
444 Pine Street;2006-12-16;0.05637
555 Oak Street;2006-12-16;0.05637
123 Fake Street;2006-12-16;0.05697
456 Elm Street;2006-12-16;0.05697
789 Maple Avenue;2006-12-16;0.05697
444 Pine Street;2006-12-16;0.05697
555 Oak Street;2006-12-16;0.05697
123 Fake Street;2006-12-16;0.0566
456 Elm Street;2006-12-16;0.0566
789 Maple Avenue;2006-12-16;0.0566
444 Pine Street;2006-12-16;0.0566
555 Oak Street;2006-12-16;0.0566
123 Fake Street;2006-12-16;0.05677
456 Elm Street;2006-12-16;0.05677
789 Maple Avenue;2006-12-16;0.05677
444 Pine Street;2006-12-16;0.05677
555 Oak Street;2006-12-16;0.05677
